learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes),tree size (leaves)
77000.0,5.984375,6.507734489989365E-6,1000.0,0.44309622811877625,0.5573655267015966,77000.0,6452600.0,236.0
78000.0,6.140625,6.7709236625685475E-6,1000.0,0.42460716363422885,0.5305846377743195,78000.0,6511040.0,239.0
79000.0,6.3125,7.072829434441197E-6,1000.0,0.4336092399066421,0.5404232844096082,79000.0,6789864.0,239.0
80000.0,6.46875,7.33825733833429E-6,1000.0,0.42729607845581113,0.5383346776150241,80000.0,6566424.0,246.0
81000.0,6.625,7.601563896362981E-6,1000.0,0.45286071062533206,0.5642331526520982,81000.0,6513944.0,251.0
82000.0,6.78125,7.862709980044101E-6,1000.0,0.43711550974510766,0.5480347856801133,82000.0,6460496.0,254.0
83000.0,6.9375,8.130685762605735E-6,1000.0,0.4303249717838277,0.5400977244265946,83000.0,6629456.0,256.0
84000.0,7.109375,8.43294155654601E-6,1000.0,0.42174683332791596,0.5363557002741763,84000.0,6797736.0,258.0
85000.0,7.28125,8.737787656072114E-6,1000.0,0.45156797002424465,0.5702272353736222,85000.0,6855992.0,261.0
86000.0,7.484375,9.103957951689762E-6,1000.0,0.4251090905419926,0.5426042508964305,86000.0,6968224.0,264.0
87000.0,7.640625,9.394707804959683E-6,1000.0,0.4130137726934931,0.5203308509610998,87000.0,7192864.0,265.0
88000.0,7.828125,9.74370076114105E-6,1000.0,0.4309072721844869,0.5369435053797667,88000.0,7194784.0,269.0
89000.0,8.015625,1.0098222669007052E-5,1000.0,0.43197959185068924,0.5382601318684941,89000.0,7308768.0,272.0
90000.0,8.1875,1.0430723357583501E-5,1000.0,0.4140299507287965,0.5141854832233419,90000.0,7477944.0,274.0
91000.0,8.359375,1.0765754236167092E-5,1000.0,0.41214517515660204,0.5221617748083751,91000.0,7534848.0,276.0
92000.0,8.515625,1.1070408929501559E-5,1000.0,0.44551089347436834,0.55752830653118,92000.0,7536856.0,280.0
93000.0,8.6875,1.1408079557845165E-5,1000.0,0.4131089250964123,0.5149082157588039,93000.0,7594216.0,284.0
94000.0,8.859375,1.175572688225657E-5,1000.0,0.4139489881978457,0.5143101197408824,94000.0,7818592.0,285.0
95000.0,9.046875,1.2140449252910915E-5,1000.0,0.4490204546533477,0.5617223793023056,95000.0,7931376.0,288.0
96000.0,9.234375,1.2527993142915272E-5,1000.0,0.41684029272765505,0.5163229628671048,96000.0,7989544.0,291.0
97000.0,9.40625,1.2888235926058974E-5,1000.0,0.41993451995963654,0.5163013845858453,97000.0,8101864.0,294.0
98000.0,9.59375,1.3275892738925503E-5,1000.0,0.4411223814988048,0.5528895544779486,98000.0,7991872.0,298.0
99000.0,9.78125,1.3663617848780838E-5,1000.0,0.4211449465895117,0.5291340878867075,99000.0,7993280.0,301.0
100000.0,9.984375,1.4089588851978385E-5,1000.0,0.4199956681086656,0.5263525750258997,100000.0,8106232.0,304.0
