learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
19000.0,0.609375,5.8853442573712934E-9,19000.0,83.2,66.3563978916676,66.06060606060605,65.07276507276507,19000.0,58728.0,21.0,11.0,11.0,3.0,0.0,0.0,1.0
20000.0,0.625,6.1261299480166705E-9,20000.0,89.2,78.35020547258695,79.02912621359224,77.35849056603774,20000.0,59568.0,21.0,11.0,11.0,3.0,0.0,0.0,1.0
21000.0,0.625,6.1261299480166705E-9,21000.0,88.5,77.01103470334239,76.81451612903226,76.67342799188641,21000.0,60576.0,21.0,11.0,11.0,3.0,0.0,0.0,1.0
22000.0,0.65625,6.617208580589957E-9,22000.0,88.6,77.1824761416768,76.20041753653445,77.42574257425743,22000.0,60744.0,21.0,11.0,11.0,3.0,0.0,0.0,1.0
23000.0,0.671875,6.892660167068243E-9,23000.0,85.7,71.37251761691223,71.96078431372548,71.34268537074148,23000.0,68144.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
24000.0,0.6875,7.250831307222446E-9,24000.0,84.8,69.5998783995136,69.66067864271457,70.19607843137254,24000.0,88608.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
25000.0,0.734375,8.343680140872796E-9,25000.0,88.5,76.97126013264554,77.18253968253968,76.38603696098562,25000.0,90120.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
26000.0,0.75,8.710679442932209E-9,26000.0,88.1,76.12532000096301,75.76374745417516,75.05241090146751,26000.0,90792.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
27000.0,0.765625,9.128675123469697E-9,27000.0,89.5,78.9808305174319,78.57142857142857,78.43942505133471,27000.0,103408.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
28000.0,0.78125,9.583373967972067E-9,28000.0,84.89999999999999,69.80144953042253,69.49494949494948,70.5078125,28000.0,112488.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
29000.0,0.8125,9.991539021333059E-9,29000.0,84.89999999999999,69.77606264161216,71.0727969348659,69.67871485943775,29000.0,50488.0,24.0,8.0,8.0,3.0,0.0,0.0,1.0
30000.0,0.84375,1.0407853147221937E-8,30000.0,87.6,75.16771803344348,75.44554455445545,74.11273486430062,30000.0,51496.0,24.0,8.0,8.0,3.0,0.0,0.0,1.0
31000.0,0.875,1.082688363062011E-8,31000.0,88.8,77.59758053869818,78.8679245283019,77.73359840954275,31000.0,51832.0,24.0,8.0,8.0,3.0,0.0,0.0,1.0
32000.0,0.890625,1.1038436140451168E-8,32000.0,89.4,78.79923677252381,80.26070763500933,78.45528455284553,32000.0,52336.0,24.0,8.0,8.0,3.0,0.0,0.0,1.0
33000.0,0.921875,1.156081755956014E-8,33000.0,86.7,73.41977568688895,74.27466150870407,72.96747967479675,33000.0,64616.0,28.0,10.0,10.0,4.0,0.0,0.0,1.0
34000.0,0.921875,1.156081755956014E-8,34000.0,84.7,69.40856560163154,68.19126819126818,69.27710843373494,34000.0,66968.0,28.0,10.0,10.0,4.0,0.0,0.0,1.0
35000.0,0.9375,1.1837886025508245E-8,35000.0,87.5,74.97918267998975,75.0,74.12008281573499,35000.0,68544.0,32.0,12.0,12.0,4.0,0.0,0.0,1.0
36000.0,0.953125,1.2231628513998456E-8,36000.0,82.69999999999999,65.37091156571519,64.40329218106994,65.39999999999999,36000.0,97408.0,36.0,14.0,14.0,4.0,0.0,0.0,1.0
37000.0,0.96875,1.2685874632249276E-8,37000.0,86.5,72.94155375611321,73.68421052631578,73.10756972111554,37000.0,112376.0,40.0,16.0,16.0,4.0,0.0,0.0,1.0
38000.0,1.0,1.3616097728825278E-8,38000.0,85.0,69.99075715320319,70.47244094488188,68.87966804979253,38000.0,115064.0,40.0,16.0,16.0,4.0,0.0,0.0,1.0
39000.0,1.0,1.3616097728825278E-8,39000.0,87.0,74.00083197337686,74.50980392156863,73.89558232931726,39000.0,116576.0,40.0,16.0,16.0,4.0,0.0,0.0,1.0
40000.0,1.0,1.3616097728825278E-8,40000.0,89.2,78.40138231153205,77.7319587628866,78.09330628803247,40000.0,117752.0,40.0,16.0,16.0,4.0,0.0,0.0,1.0
41000.0,1.03125,1.4630592583368221E-8,41000.0,87.5,74.9669563824248,73.68421052631578,74.33264887063655,41000.0,125488.0,42.0,17.0,17.0,4.0,0.0,0.0,1.0
42000.0,1.03125,1.4630592583368221E-8,42000.0,86.2,72.39768140523803,74.10881801125704,71.89409368635438,42000.0,126832.0,42.0,17.0,17.0,4.0,0.0,0.0,1.0
43000.0,1.046875,1.52135423074166E-8,43000.0,86.5,72.99027649953983,74.43181818181817,71.81628392484342,43000.0,144216.0,48.0,20.0,20.0,5.0,0.0,0.0,1.0
44000.0,1.09375,1.7238392805059753E-8,44000.0,84.1,68.19999999999999,67.4846625766871,67.21649484536081,44000.0,166976.0,50.0,21.0,21.0,5.0,0.0,0.0,1.0
45000.0,1.109375,1.7924887490355308E-8,45000.0,84.3,68.58290910255178,68.47389558232932,67.01680672268907,45000.0,169832.0,50.0,21.0,21.0,5.0,0.0,0.0,1.0
46000.0,1.15625,1.985039691337281E-8,46000.0,85.2,70.38400736397654,71.3733075435203,69.85743380855396,46000.0,158784.0,50.0,21.0,21.0,5.0,0.0,0.0,1.0
47000.0,1.1875,2.1191178044925133E-8,47000.0,88.5,76.97845183091374,77.71317829457365,76.14107883817427,47000.0,165848.0,52.0,22.0,22.0,5.0,0.0,0.0,1.0
48000.0,1.1875,2.1191178044925133E-8,48000.0,85.39999999999999,70.77194106342087,72.19047619047618,69.51983298538622,48000.0,167864.0,52.0,22.0,22.0,5.0,0.0,0.0,1.0
49000.0,1.234375,2.3301496791342894E-8,49000.0,88.1,76.19942878629087,76.5748031496063,75.25987525987526,49000.0,174024.0,54.0,23.0,23.0,5.0,0.0,0.0,1.0
50000.0,1.265625,2.4729266038371457E-8,50000.0,87.3,74.60081277399124,75.57692307692308,73.54166666666666,50000.0,176608.0,54.0,23.0,23.0,5.0,0.0,0.0,1.0
